step,temp,current_cost,best_cost
32760,8.28,4547.1,4541.6
32800,8.24,4547.1,4541.6
32840,8.2,4547.1,4541.6
32880,8.16,4547.1,4541.6
32920,8.12,4547.1,4541.6
32960,8.08,4547.1,4541.6
33000,8.04,4547.1,4541.6
33040,8.0,4547.1,4541.6
33080,7.96,4547.1,4541.6
33120,7.92,4541.8,4541.6
33160,7.88,4541.8,4541.6
33200,7.84,4570.4,4541.6
33240,7.8,4570.4,4541.6
33280,7.76,4570.4,4541.6
33320,7.72,4570.4,4541.6
33360,7.68,4570.4,4541.6
33400,7.65,4570.4,4541.6
33440,7.61,4570.4,4541.6
33480,7.57,4570.4,4541.6
33520,7.53,4570.4,4541.6
33560,7.49,4570.4,4541.6
33600,7.46,4570.4,4541.6
33640,7.42,4570.4,4541.6
33680,7.38,4570.4,4541.6
33720,7.35,4564.9,4541.6
33760,7.31,4564.9,4541.6
33800,7.27,4564.9,4541.6
33840,7.24,4564.9,4541.6
33880,7.2,4564.9,4541.6
33920,7.16,4564.9,4541.6
33960,7.13,4558.9,4541.6
34000,7.09,4558.9,4541.6
34040,7.06,4558.9,4541.6
34080,7.02,4558.9,4541.6
34120,6.99,4558.9,4541.6
34160,6.95,4558.9,4541.6
34200,6.92,4558.9,4541.6
34240,6.88,4558.9,4541.6
34280,6.85,4558.9,4541.6
34320,6.81,4558.9,4541.6
34360,6.78,4537.8,4537.8
34400,6.75,4537.8,4537.8
34440,6.71,4537.8,4537.8
34480,6.68,4530.9,4530.9
34520,6.64,4530.9,4530.9
34560,6.61,4530.9,4530.9
34600,6.58,4530.9,4530.9
34640,6.55,4530.9,4530.9
34680,6.51,4530.9,4530.9
34720,6.48,4517.0,4517.0
34760,6.45,4517.0,4517.0
34800,6.42,4517.0,4517.0
34840,6.38,4517.0,4517.0
34880,6.35,4517.0,4517.0
34920,6.32,4517.0,4517.0
34960,6.29,4515.2,4515.2
35000,6.26,4515.2,4515.2
35040,6.23,4512.5,4512.5
35080,6.19,4512.5,4512.5
35120,6.16,4512.5,4512.5
35160,6.13,4512.5,4512.5
35200,6.1,4519.4,4512.5
35240,6.07,4519.4,4512.5
35280,6.04,4531.4,4512.5
35320,6.01,4531.4,4512.5
35360,5.98,4531.4,4512.5
35400,5.95,4517.1,4512.5
35440,5.92,4517.1,4512.5
35480,5.89,4526.4,4512.5
35520,5.86,4526.4,4512.5
35560,5.83,4526.4,4512.5
35600,5.8,4526.4,4512.5
35640,5.77,4526.4,4512.5
35680,5.75,4527.3,4512.5
35720,5.72,4527.3,4512.5
35760,5.69,4527.3,4512.5
35800,5.66,4527.3,4512.5
35840,5.63,4527.3,4512.5
35880,5.6,4520.5,4512.5
35920,5.58,4520.5,4512.5
35960,5.55,4520.5,4512.5
36000,5.52,4520.5,4512.5
36040,5.49,4520.5,4512.5
36080,5.46,4520.5,4512.5
36120,5.44,4520.5,4512.5
36160,5.41,4520.5,4512.5
36200,5.38,4461.3,4461.3
36240,5.36,4461.3,4461.3
36280,5.33,4461.3,4461.3
36320,5.3,4461.3,4461.3
36360,5.28,4461.3,4461.3
36400,5.25,4461.3,4461.3
36440,5.22,4461.3,4461.3
36480,5.2,4461.3,4461.3
36520,5.17,4461.3,4461.3
36560,5.15,4461.3,4461.3
36600,5.12,4461.3,4461.3
36640,5.09,4460.4,4460.4
36680,5.07,4424.6,4424.6
36720,5.04,4424.6,4424.6
36760,5.02,4424.6,4424.6
36800,4.99,4424.6,4424.6
36840,4.97,4424.6,4424.6
36880,4.94,4424.6,4424.6
36920,4.92,4424.6,4424.6
36960,4.89,4424.6,4424.6
37000,4.87,4424.6,4424.6
37040,4.85,4424.6,4424.6
37080,4.82,4424.6,4424.6
37120,4.8,4424.6,4424.6
37160,4.77,4431.5,4424.6
37200,4.75,4417.9,4417.9
37240,4.73,4417.9,4417.9
37280,4.7,4417.9,4417.9
37320,4.68,4417.9,4417.9
37360,4.65,4417.9,4417.9
37400,4.63,4417.9,4417.9
37440,4.61,4417.9,4417.9
37480,4.59,4417.9,4417.9
37520,4.56,4417.9,4417.9
37560,4.54,4417.9,4417.9
37600,4.52,4417.9,4417.9
37640,4.49,4417.9,4417.9
37680,4.47,4417.9,4417.9
37720,4.45,4417.9,4417.9
37760,4.43,4417.9,4417.9
37800,4.41,4417.9,4417.9
37840,4.38,4417.9,4417.9
37880,4.36,4417.9,4417.9
37920,4.34,4417.9,4417.9
37960,4.32,4417.9,4417.9
38000,4.3,4417.9,4417.9
38040,4.27,4417.9,4417.9
38080,4.25,4417.9,4417.9
38120,4.23,4417.9,4417.9
38160,4.21,4417.9,4417.9
38200,4.19,4417.9,4417.9
38240,4.17,4417.9,4417.9
38280,4.15,4417.9,4417.9
38320,4.13,4417.9,4417.9
38360,4.11,4417.9,4417.9
38400,4.09,4417.9,4417.9
38440,4.07,4417.9,4417.9
38480,4.05,4417.9,4417.9
38520,4.03,4417.9,4417.9
38560,4.0,4403.4,4403.4
38600,3.98,4403.4,4403.4
38640,3.96,4403.4,4403.4
38680,3.95,4403.4,4403.4
38720,3.93,4403.4,4403.4
38760,3.91,4403.4,4403.4
38800,3.89,4403.4,4403.4
38840,3.87,4403.4,4403.4
38880,3.85,4403.4,4403.4
38920,3.83,4403.4,4403.4
38960,3.81,4403.4,4403.4
39000,3.79,4403.4,4403.4
39040,3.77,4403.4,4403.4
39080,3.75,4401.2,4401.2
39120,3.73,4401.2,4401.2
39160,3.71,4401.2,4401.2
39200,3.7,4401.2,4401.2
39240,3.68,4401.2,4401.2
39280,3.66,4401.2,4401.2
39320,3.64,4401.2,4401.2
39360,3.62,4401.2,4401.2
39400,3.6,4403.4,4401.2
39440,3.59,4403.4,4401.2
39480,3.57,4403.4,4401.2
39520,3.55,4403.4,4401.2
39560,3.53,4403.4,4401.2
39600,3.52,4403.4,4401.2
39640,3.5,4403.4,4401.2
39680,3.48,4403.4,4401.2
39720,3.46,4403.4,4401.2
39760,3.45,4403.4,4401.2
39800,3.43,4403.4,4401.2
39840,3.41,4403.4,4401.2
39880,3.39,4403.4,4401.2
39920,3.38,4403.4,4401.2
39960,3.36,4403.4,4401.2
40000,3.34,4403.4,4401.2
40040,3.33,4403.4,4401.2
40080,3.31,4403.4,4401.2
40120,3.29,4403.4,4401.2
40160,3.28,4403.4,4401.2
40200,3.26,4403.4,4401.2
40240,3.24,4403.4,4401.2
40280,3.23,4403.4,4401.2
40320,3.21,4403.4,4401.2
40360,3.2,4403.4,4401.2
40400,3.18,4403.4,4401.2
40440,3.16,4403.4,4401.2
40480,3.15,4403.4,4401.2
40520,3.13,4403.4,4401.2
40560,3.12,4403.4,4401.2
40600,3.1,4403.4,4401.2
40640,3.09,4403.4,4401.2
40680,3.07,4403.4,4401.2
40720,3.06,4403.4,4401.2
40760,3.04,4403.4,4401.2
40800,3.02,4403.4,4401.2
40840,3.01,4403.4,4401.2
40880,2.99,4403.4,4401.2
40920,2.98,4403.4,4401.2
40960,2.96,4403.4,4401.2
41000,2.95,4403.4,4401.2
41040,2.94,4403.4,4401.2
41080,2.92,4403.4,4401.2
41120,2.91,4369.5,4369.5
41160,2.89,4369.5,4369.5
41200,2.88,4369.5,4369.5
41240,2.86,4370.4,4369.5
41280,2.85,4370.4,4369.5
41320,2.83,4370.4,4369.5
41360,2.82,4370.4,4369.5
41400,2.81,4370.4,4369.5
41440,2.79,4370.4,4369.5
41480,2.78,4369.5,4369.5
41520,2.76,4369.5,4369.5
41560,2.75,4369.5,4369.5
41600,2.74,4369.5,4369.5
41640,2.72,4369.5,4369.5
41680,2.71,4369.5,4369.5
41720,2.7,4369.5,4369.5
41760,2.68,4369.5,4369.5
41800,2.67,4369.5,4369.5
41840,2.66,4369.5,4369.5
41880,2.64,4369.5,4369.5
41920,2.63,4369.5,4369.5
41960,2.62,4369.5,4369.5
42000,2.6,4369.5,4369.5
42040,2.59,4369.5,4369.5
42080,2.58,4369.5,4369.5
42120,2.56,4369.5,4369.5
42160,2.55,4369.5,4369.5
42200,2.54,4369.5,4369.5
42240,2.53,4369.5,4369.5
42280,2.51,4369.5,4369.5
42320,2.5,4349.7,4349.7
42360,2.49,4349.7,4349.7
42400,2.48,4349.7,4349.7
42440,2.46,4349.7,4349.7
42480,2.45,4349.7,4349.7
42520,2.44,4349.7,4349.7
42560,2.43,4349.7,4349.7
42600,2.41,4349.7,4349.7
42640,2.4,4349.7,4349.7
42680,2.39,4349.7,4349.7
42720,2.38,4349.7,4349.7
42760,2.37,4349.7,4349.7
42800,2.35,4349.7,4349.7
42840,2.34,4349.1,4349.1
42880,2.33,4349.1,4349.1
42920,2.32,4349.1,4349.1
42960,2.31,4349.1,4349.1
43000,2.3,4349.1,4349.1
43040,2.28,4349.1,4349.1
43080,2.27,4349.1,4349.1
43120,2.26,4349.1,4349.1
43160,2.25,4349.1,4349.1
43200,2.24,4349.1,4349.1
43240,2.23,4349.1,4349.1
43280,2.22,4349.1,4349.1
43320,2.21,4349.1,4349.1
43360,2.19,4349.1,4349.1
43400,2.18,4349.1,4349.1
43440,2.17,4349.1,4349.1
43480,2.16,4349.1,4349.1
43520,2.15,4349.1,4349.1
43560,2.14,4349.1,4349.1
43600,2.13,4349.1,4349.1
43640,2.12,4349.1,4349.1
43680,2.11,4349.1,4349.1
43720,2.1,4349.1,4349.1
43760,2.09,4349.1,4349.1
43800,2.08,4349.1,4349.1
43840,2.07,4349.1,4349.1
43880,2.06,4349.1,4349.1
43920,2.05,4349.1,4349.1
43960,2.04,4349.1,4349.1
44000,2.03,4349.1,4349.1
44040,2.02,4349.1,4349.1
44080,2.01,4349.1,4349.1
44120,2.0,4349.1,4349.1
44160,1.99,4349.1,4349.1
44200,1.98,4349.1,4349.1
44240,1.97,4349.1,4349.1
44280,1.96,4349.1,4349.1
44320,1.95,4349.1,4349.1
44360,1.94,4349.1,4349.1
44400,1.93,4349.1,4349.1
44440,1.92,4349.1,4349.1
44480,1.91,4349.1,4349.1
44520,1.9,4349.1,4349.1
44560,1.89,4349.1,4349.1
44600,1.88,4349.1,4349.1
44640,1.87,4349.1,4349.1
44680,1.86,4349.1,4349.1
44720,1.85,4349.1,4349.1
44760,1.84,4349.1,4349.1
44800,1.83,4349.1,4349.1
44840,1.82,4349.1,4349.1
44880,1.81,4349.1,4349.1
44920,1.8,4349.1,4349.1
44960,1.8,4349.1,4349.1
45000,1.79,4350.0,4349.1
45040,1.78,4350.0,4349.1
45080,1.77,4350.0,4349.1
45120,1.76,4350.0,4349.1
45160,1.75,4350.0,4349.1
45200,1.74,4350.0,4349.1
45240,1.73,4345.5,4345.5
45280,1.73,4345.5,4345.5
45320,1.72,4345.5,4345.5
45360,1.71,4345.5,4345.5
45400,1.7,4345.5,4345.5
45440,1.69,4345.5,4345.5
45480,1.68,4344.6,4344.6
45520,1.67,4344.6,4344.6
45560,1.67,4344.6,4344.6
45600,1.66,4344.6,4344.6
45640,1.65,4344.6,4344.6
45680,1.64,4344.6,4344.6
45720,1.63,4344.6,4344.6
45760,1.62,4344.6,4344.6
45800,1.62,4344.6,4344.6
45840,1.61,4344.6,4344.6
45880,1.6,4344.6,4344.6
45920,1.59,4344.6,4344.6
45960,1.58,4344.6,4344.6
46000,1.58,4344.6,4344.6
46040,1.57,4344.6,4344.6
46080,1.56,4344.6,4344.6
46120,1.55,4344.6,4344.6
46160,1.55,4344.6,4344.6
46200,1.54,4344.6,4344.6
46240,1.53,4344.6,4344.6
46280,1.52,4344.6,4344.6
46320,1.51,4344.6,4344.6
46360,1.51,4344.6,4344.6
46400,1.5,4345.2,4344.6
46440,1.49,4345.2,4344.6
46480,1.48,4345.2,4344.6
46520,1.48,4345.2,4344.6
46560,1.47,4345.2,4344.6
46600,1.46,4345.2,4344.6
46640,1.45,4345.2,4344.6
46680,1.45,4345.2,4344.6
46720,1.44,4345.2,4344.6
46760,1.43,4345.2,4344.6
46800,1.43,4345.2,4344.6
46840,1.42,4345.2,4344.6
46880,1.41,4345.2,4344.6
46920,1.4,4345.2,4344.6
46960,1.4,4345.2,4344.6
47000,1.39,4345.2,4344.6
47040,1.38,4345.2,4344.6
47080,1.38,4345.2,4344.6
47120,1.37,4345.2,4344.6
47160,1.36,4345.2,4344.6
47200,1.36,4345.2,4344.6
47240,1.35,4345.2,4344.6
47280,1.34,4345.2,4344.6
47320,1.34,4345.2,4344.6
47360,1.33,4345.2,4344.6
47400,1.32,4345.2,4344.6
47440,1.32,4345.2,4344.6
47480,1.31,4345.2,4344.6
47520,1.3,4345.2,4344.6
47560,1.3,4345.2,4344.6
47600,1.29,4345.2,4344.6
47640,1.28,4345.2,4344.6
47680,1.28,4345.2,4344.6
47720,1.27,4345.2,4344.6
47760,1.26,4327.8,4327.8
47800,1.26,4327.8,4327.8
47840,1.25,4327.8,4327.8
47880,1.25,4327.8,4327.8
47920,1.24,4327.8,4327.8
47960,1.23,4327.8,4327.8
48000,1.23,4327.8,4327.8
48040,1.22,4327.8,4327.8
48080,1.21,4327.8,4327.8
48120,1.21,4327.8,4327.8
48160,1.2,4327.8,4327.8
48200,1.2,4327.8,4327.8
48240,1.19,4327.8,4327.8
48280,1.18,4327.8,4327.8
48320,1.18,4327.8,4327.8
48360,1.17,4327.8,4327.8
48400,1.17,4327.8,4327.8
48440,1.16,4327.8,4327.8
48480,1.16,4327.8,4327.8
48520,1.15,4327.8,4327.8
48560,1.14,4327.8,4327.8
48600,1.14,4327.8,4327.8
48640,1.13,4327.8,4327.8
48680,1.13,4327.8,4327.8
48720,1.12,4327.8,4327.8
48760,1.12,4327.8,4327.8
48800,1.11,4327.8,4327.8
48840,1.1,4327.8,4327.8
48880,1.1,4327.8,4327.8
48920,1.09,4327.8,4327.8
48960,1.09,4327.8,4327.8
49000,1.08,4327.8,4327.8
49040,1.08,4327.8,4327.8
49080,1.07,4327.8,4327.8
49120,1.07,4327.8,4327.8
49160,1.06,4327.8,4327.8
49200,1.06,4327.8,4327.8
49240,1.05,4327.8,4327.8
49280,1.05,4327.8,4327.8
49320,1.04,4327.8,4327.8
49360,1.03,4327.8,4327.8
49400,1.03,4327.8,4327.8
49440,1.02,4327.8,4327.8
49480,1.02,4327.8,4327.8
49520,1.01,4327.8,4327.8
49560,1.01,4327.8,4327.8
49600,1.0,4327.8,4327.8
49640,1.0,4327.8,4327.8
49680,0.99,4327.8,4327.8
49720,0.99,4327.8,4327.8
49760,0.98,4327.8,4327.8
49800,0.98,4327.8,4327.8
49840,0.97,4327.8,4327.8
49880,0.97,4327.8,4327.8
49920,0.96,4327.8,4327.8
49960,0.96,4327.8,4327.8
50000,0.95,4327.8,4327.8
50040,0.95,4327.8,4327.8
50080,0.95,4327.8,4327.8
50120,0.94,4327.8,4327.8
50160,0.94,4327.8,4327.8
50200,0.93,4327.8,4327.8
50240,0.93,4327.8,4327.8
50280,0.92,4327.8,4327.8
50320,0.92,4327.8,4327.8
50360,0.91,4327.8,4327.8
50400,0.91,4327.8,4327.8
50440,0.9,4327.8,4327.8
50480,0.9,4327.8,4327.8
50520,0.89,4327.8,4327.8
50560,0.89,4327.8,4327.8
50600,0.89,4327.8,4327.8
50640,0.88,4327.8,4327.8
50680,0.88,4327.8,4327.8
50720,0.87,4327.8,4327.8
50760,0.87,4327.8,4327.8
50800,0.86,4327.8,4327.8
50840,0.86,4327.8,4327.8
50880,0.86,4327.8,4327.8
50920,0.85,4327.8,4327.8
50960,0.85,4327.8,4327.8
51000,0.84,4327.8,4327.8
51040,0.84,4327.8,4327.8
51080,0.83,4327.8,4327.8
51120,0.83,4327.8,4327.8
51160,0.83,4327.8,4327.8
51200,0.82,4327.8,4327.8
51240,0.82,4327.8,4327.8
51280,0.81,4327.8,4327.8
51320,0.81,4327.8,4327.8
51360,0.81,4327.8,4327.8
51400,0.8,4327.8,4327.8
51440,0.8,4327.8,4327.8
51480,0.79,4327.8,4327.8
51520,0.79,4327.8,4327.8
51560,0.79,4327.8,4327.8
51600,0.78,4327.8,4327.8
51640,0.78,4327.8,4327.8
51680,0.77,4327.8,4327.8
51720,0.77,4327.8,4327.8
51760,0.77,4327.8,4327.8
51800,0.76,4327.8,4327.8
51840,0.76,4327.8,4327.8
51880,0.75,4327.8,4327.8
51920,0.75,4326.2,4326.2
51960,0.75,4326.2,4326.2
52000,0.74,4326.2,4326.2
52040,0.74,4326.2,4326.2
52080,0.74,4326.2,4326.2
52120,0.73,4326.2,4326.2
52160,0.73,4326.2,4326.2
52200,0.72,4326.2,4326.2
52240,0.72,4326.2,4326.2
52280,0.72,4326.2,4326.2
52320,0.71,4326.2,4326.2
52360,0.71,4326.2,4326.2
52400,0.71,4326.2,4326.2
52440,0.7,4326.2,4326.2
52480,0.7,4326.2,4326.2
52520,0.7,4326.2,4326.2
52560,0.69,4326.2,4326.2
52600,0.69,4326.2,4326.2
52640,0.69,4326.2,4326.2
52680,0.68,4326.2,4326.2
52720,0.68,4326.2,4326.2
52760,0.68,4326.2,4326.2
52800,0.67,4326.2,4326.2
52840,0.67,4326.2,4326.2
52880,0.67,4326.2,4326.2
52920,0.66,4326.2,4326.2
52960,0.66,4326.2,4326.2
53000,0.66,4326.2,4326.2
53040,0.65,4326.2,4326.2
53080,0.65,4326.2,4326.2
53120,0.65,4326.2,4326.2
53160,0.64,4314.2,4314.2
53200,0.64,4312.0,4312.0
53240,0.64,4312.0,4312.0
53280,0.63,4312.0,4312.0
53320,0.63,4312.0,4312.0
53360,0.63,4312.0,4312.0
53400,0.62,4312.0,4312.0
53440,0.62,4306.7,4306.7
53480,0.62,4306.7,4306.7
53520,0.61,4306.7,4306.7
53560,0.61,4306.7,4306.7
53600,0.61,4306.7,4306.7
53640,0.61,4306.7,4306.7
53680,0.6,4306.7,4306.7
53720,0.6,4306.7,4306.7
53760,0.6,4306.7,4306.7
53800,0.59,4306.7,4306.7
53840,0.59,4306.7,4306.7
53880,0.59,4306.7,4306.7
53920,0.58,4306.7,4306.7
53960,0.58,4306.7,4306.7
54000,0.58,4306.7,4306.7
54040,0.58,4306.7,4306.7
54080,0.57,4306.7,4306.7
54120,0.57,4306.7,4306.7
54160,0.57,4306.7,4306.7
54200,0.56,4306.7,4306.7
54240,0.56,4306.7,4306.7
54280,0.56,4306.7,4306.7
54320,0.56,4306.7,4306.7
54360,0.55,4306.7,4306.7
54400,0.55,4306.7,4306.7
54440,0.55,4306.7,4306.7
54480,0.54,4306.7,4306.7
54520,0.54,4306.1,4306.1
54560,0.54,4306.1,4306.1
54600,0.54,4306.1,4306.1
54640,0.53,4306.1,4306.1
54680,0.53,4306.1,4306.1
54720,0.53,4306.1,4306.1
54760,0.53,4306.1,4306.1
54800,0.52,4306.1,4306.1
54840,0.52,4306.1,4306.1
54880,0.52,4306.1,4306.1
54920,0.52,4306.1,4306.1
54960,0.51,4306.1,4306.1
55000,0.51,4306.1,4306.1
55040,0.51,4306.1,4306.1
55080,0.51,4306.1,4306.1
55120,0.5,4306.1,4306.1
55160,0.5,4306.1,4306.1
